diseaseid,disease_name,disease_type,drug_id,drug_name,drug_type,approval_status
C0011849,diabetes mellitus,disease,CHEMBL648,cyclizine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL434394,nebivolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL650,methylprednisolone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL651,methadone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL652,flecainide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL134,clonidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL654,mirtazapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL655,midazolam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL22242,remoxipride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL656,oxycodone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL135,estradiol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL657,diphenhydramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL658,sufentanil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL659,galantamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL660,amantadine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL661,alprazolam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL21731,maprotiline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL666,foscarnet,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL667,acetylcholine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL137,metronidazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL668,protriptyline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL669,cyclobenzaprine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL671,thiotepa,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL672,fenofibrate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL673,pargyline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL675,alendronate sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL677,levonordefrin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL679,epinephrine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL680,cefaclor anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL681,etomidate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL682,amodiaquine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL684,diethylcarbamazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL685,mebendazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL139,diclofenac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL686,mefenamic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL688,fentanyl citrate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL689,mannitol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL690,pravastatin sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL24072,prenylamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL691,ethinyl estradiol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL284348,dalfampridine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL692,glycerin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL695,trimethadione,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL696,ethosuximide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL697,methsuximide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL698,tetracaine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL700,sulfapyridine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL701,baclofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL702,piperacillin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL703,suxamethonium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL704,mesalamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL705,alitretinoin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL706,cetyl alcohol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL24778,silodosin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL282468,choline chloride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL707,doxazosin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL24828,vandetanib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL278819,minaprine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL25202,tamibarotene,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL708,ziprasidone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL709,alfuzosin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL710,finasteride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL711,phenindione,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL712,anisindione,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL713,entecavir anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL141,lamivudine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL714,albuterol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL715,olanzapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL716,quetiapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL717,medroxyprogesterone acetate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL719,mupirocin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL720,benzyl alcohol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL28318,propyphenazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL723,carvedilol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL726,fluphenazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL727,thioguanine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL27193,dilevalol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL728,prochlorperazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL729,lopinavir,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL730,nitroglycerin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL734,acetohydroxamic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL738,thiopental sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL30219,methohexital sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL741,lamotrigine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL742,ketamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL744,riluzole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL746,nedocromil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL748,pralidoxime chloride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL750,zonisamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL752,adenosine phosphate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL753,phenoxybenzamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL754,foscarnet sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL760,anagrelide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL761,naphazoline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL762,oxymetazoline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL765,guanethidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL766,cilastatin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL768,esmolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL770,tolazoline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL771,cycloserine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL148,imipenem anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL772,reserpine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL773,glycine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL776,metaproterenol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL777,clavulanic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL778,dexmedetomidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL779,tadalafil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL33986,butorphanol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL780,pentetic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL781,mazindol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL290106,bithionol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL782,tolbutamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL783,nateglinide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL32479,brotizolam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL786,tamoxifen citrate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL787,montelukast,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL788,idoxuridine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL36506,novobiocin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL152,cidofovir anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL790,chlorhexidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL32800,fenoterol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL796,methylphenidate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL285674,estazolam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL797,phensuximide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL34259,methotrexate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL284092,gepirone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL799,cilostazol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL802,minoxidil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL154,naproxen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL416956,mefloquine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL803,cytarabine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL806,flutamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL807,memantine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL808,econazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL809,sertraline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL810,temozolomide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL811,brompheniramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL37744,zimeldine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL812,pyridostigmine bromide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL813,eprosartan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL289469,granisetron,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL814,fluvoxamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL441738,afamelanotide,Protein,Investigational
C0011849,diabetes mellitus,disease,CHEMBL815,dinoprost,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL39736,buformin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL38827,lumefantrine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL817,tolazamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL818,iobenguane,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL819,oxacillin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL290960,nifurtimox,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL820,busulfan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL821,guanidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL822,terbinafine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL826,enoxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL827,dexmethylphenidate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL829,methylpromazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL43128,primaquine phosphate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL830,eflornithine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL831,loxapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL832,sulfinpyrazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL288470,aminopyrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL2,prazosin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL3,nicotine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL4,ofloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL5,nalidixic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6,indomethacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL403,sulbactam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL404,tazobactam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL8,ciprofloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL9,norfloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL405,amphetamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6622,isosorbide dinitrate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6437,mianserin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL11,imipramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL406,indapamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL407,flumazenil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL408,troglitazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL409,bicalutamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL12,diazepam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL13,metoprolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL411,diethylstilbestrol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL267936,mecamylamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL14,carbachol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL16,phenytoin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL413,sirolimus,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL269732,tacrolimus anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL415,clomipramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL416,methoxsalen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL17,dichlorphenamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL18,ethoxzolamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL417,epirubicin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19,methazolamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL20,acetazolamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL419,mafenide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL21,sulfanilamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL420,guanabenz,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL22,trimethoprim,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6966,verapamil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL421,sulfasalazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6466,coumarin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL23,diltiazem,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL24,atenolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL25,aspirin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL422,trifluoperazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL423,betaxolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL425,olsalazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL27,propranolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL6995,practolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL427,mechlorethamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL29,penicillin g,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL428,trovafloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL30,cimetidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL31,gatifloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL429,labetalol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL32,moxifloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL33,levofloxacin anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL430,gemifloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL431,spirapril,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL433,valproate sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL434,isoproterenol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL435,hydrochlorothiazide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL35,furosemide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL36,pyrimethamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL436,tolrestat,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL437,sulfathiazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL438,sulfamerazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL439,sulfadiazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL440,thiamylal,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL441,thiopental,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL268164,cyclobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL442,ergotamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL38,tretinoin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL7413,methohexital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL40,phenobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL41,fluoxetine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL443,sulfamethoxazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL42,clozapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL445,nortriptyline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL446,sulfamethazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL447,secobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL448,pentobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL7568,quinacrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL267894,amobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL7728,hexobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL449,butabarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL7863,aprobarbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL450,metharbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL451,chlordiazepoxide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL266349,melagatran,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL452,clonazepam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL453,sulfisoxazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL268869,sulfamethoxypyridazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL454,butalbital,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL455,sulfacetamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL43,amsacrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL456,ethacrynic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL267744,ticrynafen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL457,gemfibrozil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL45,melatonin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL46,ondansetron,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL49,buspirone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL459,methyldopa,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL460,molindone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL53,apomorphine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL54,haloperidol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL55,pentamidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL463,aminohippuric acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL464,etretinate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL57,nevirapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL465,dronabinol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL58,mitoxantrone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL59,dopamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL467,hydroxyurea,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL61,podofilox,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL64,isoniazid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL468,thalidomide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL469,ketorolac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL471,sotalol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL472,glyburide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL9225,hexestrol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL473,dofetilide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL476,dacarbazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL477,adenosine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL479,thioridazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL480,lansoprazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL481,irinotecan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL70,morphine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL485,codeine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL71,chlorpromazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL72,desipramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL488,aminoglutethimide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL74,cromolyn sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL76,chloroquine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL490,paroxetine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL416146,etoricoxib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL79,lidocaine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL492,etidocaine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL80,naloxone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL81,raloxifene,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL83,tamoxifen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL493,bromocriptine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL494,iloprost,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL84,topotecan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL85,risperidone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL428880,cromolyn,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL86,metoclopramide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL428647,paclitaxel,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL495,alprostadil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL496,hexachlorophene,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL497,clioquinol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL10878,agomelatine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL88,cyclophosphamide anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL498,chlorpropamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL499,timolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL500,pindolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL11359,cisplatin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL276832,hydralazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL501,amphetamine sulfate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL267345,amphotericin b,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL90,histamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL91,miconazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL92,docetaxel anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL93,zileuton,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL95,tacrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL502,donepezil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL503,lovastatin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL11662,ozagrel,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL269644,acetanilide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL504,dimethyl sulfoxide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL505,chlorpheniramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL506,primaquine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL509,meclofenamic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL511,pyrilamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL12713,sertindole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL513,carmustine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL514,lomustine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL515,chlorambucil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL516,cyproheptadine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL12856,inamrinone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL517,disopyramide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL98,vorinostat,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL521,ibuprofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL13376,clometacin,Small molecule,Investigational
